month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
8,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0333
8,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.5833
8,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.1667
8,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.2292
8,16,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.52084
8,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.975
8,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.208336
8,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9041667
8,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.433332
8,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.96667
8,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.35834
8,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.05
8,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.4583
8,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.9083
8,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.475
8,13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.4042
8,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.57916
8,15,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.05414
8,16,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.63333
8,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.9
8,18,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.833336
8,19,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1875
8,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.491667
8,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.4625
8,8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.88333
8,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.35834
8,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.2708
8,11,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.4083
8,12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.31665
8,13,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.7708
8,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.30414
8,15,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.025
8,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.06668
8,17,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.77916
8,18,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.51667
8,19,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1458335
8,20,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.791667
8,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.14167
8,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.89584
8,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.7125
8,10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.9625
8,11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.7208
8,12,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.3125
8,13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.56665
8,14,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.32086
8,15,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.11664
8,16,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.95
8,17,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.525
8,18,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2625
8,19,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1916666
8,20,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.016666
8,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.441666
8,8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.33334
8,9,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.3875
8,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.3875
8,11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.1458
8,12,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.69586
8,13,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.9708
8,14,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.82916
8,15,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.375
8,16,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.37082
8,17,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.34584
8,18,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.53646
8,19,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6875
8,20,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6625
8,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.44583
8,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.875
8,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.8
8,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.12085
8,11,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.9625
8,12,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.4708
8,13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.2292
8,14,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.1042
8,15,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.29584
8,16,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.9125
8,17,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.71666
8,18,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14167
8,19,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3958333
8,20,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.495833
8,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.61667
8,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.07916
8,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.24167
8,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.175
8,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.11664
8,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.05414
8,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.29584
8,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.62085
8,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.31665
8,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.1125
8,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.85
8,18,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75
8,19,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7416666
8,20,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.775
8,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.54584
8,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.3625
8,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.37918
8,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.3
8,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.5875
8,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.2167
8,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.04584
8,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.9708
8,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.775
8,16,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.86667
8,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.3
8,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.04583
8,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
8,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.495833
8,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.833336
8,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.32083
8,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.4875
8,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.44586
8,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.17914
8,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.86664
8,13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.525
8,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.9708
8,15,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.4042
8,16,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.12918
8,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.02916
8,18,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.791664
8,19,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5041667
8,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7833333
8,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.125
8,8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.2125
8,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.12918
8,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.86664
8,11,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.3
8,12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.92914
8,13,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.05
8,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.24164
8,15,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.2
8,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.025
8,17,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.725
8,18,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0875
8,19,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333
8,20,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.841666
8,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.22083
8,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.33334
8,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.03333
8,10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.69586
8,11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.86664
8,12,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0833
8,13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.3
8,14,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.9708
8,15,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.95416
8,16,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.60416
8,17,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.425
8,18,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.05417
8,19,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4416667
8,20,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6541667
8,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6125
8,8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.80106
8,9,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.58334
8,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.79584
8,11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.56665
8,12,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.81665
8,13,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.31665
8,14,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.075
8,15,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.07086
8,16,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.775
8,17,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.2875
8,18,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.941666
8,19,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93333334
8,20,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2458334
8,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.79583
8,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.025
8,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.72916
8,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.49585
8,11,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.24585
8,12,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.9375
8,13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.4708
8,14,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.8375
8,15,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.05414
8,16,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.175
8,17,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.52916
8,18,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.92917
8,19,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90833336
8,20,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
