,carbon_intensity,carbon_intensity_history_6,carbon_intensity_history_12,carbon_intensity_history_24
106,0.20418933,0.15228155,0.19274442,0.2118524
107,0.22145621,0.16260153,0.16745,0.2260207
108,0.21505424,0.16399032,0.15570733,0.22795987
109,0.20845915,0.17502496,0.15013929,0.2254461
110,0.20262869,0.18512607,0.14473735,0.22483824
111,0.19823301,0.19491634,0.1524545,0.23203483
112,0.19353756,0.20418933,0.15228155,0.2323185
113,0.19759627,0.22145621,0.16260153,0.234056
114,0.2107975,0.21505424,0.16399032,0.23350044
115,0.21276861,0.20845915,0.17502496,0.22279812
116,0.21097414,0.20262869,0.18512607,0.2189764
117,0.18958405,0.19823301,0.19491634,0.21173024
118,0.15812041,0.19353756,0.20418933,0.19274442
119,0.15155447,0.19759627,0.22145621,0.16745
120,0.13622218,0.2107975,0.21505424,0.15570733
121,0.12023289,0.21276861,0.20845915,0.15013929
122,0.11686636,0.21097414,0.20262869,0.14473735
123,0.12123874,0.18958405,0.19823301,0.1524545
124,0.1168065,0.15812041,0.19353756,0.15228155
125,0.11777603,0.15155447,0.19759627,0.16260153
126,0.122667514,0.13622218,0.2107975,0.16399032
127,0.11922021,0.12023289,0.21276861,0.17502496
128,0.12713692,0.11686636,0.21097414,0.18512607
129,0.1422218,0.12123874,0.18958405,0.19491634
130,0.15895283,0.1168065,0.15812041,0.20418933
131,0.16855264,0.11777603,0.15155447,0.22145621
132,0.17453809,0.122667514,0.13622218,0.21505424
133,0.17656593,0.11922021,0.12023289,0.20845915
134,0.17817704,0.12713692,0.11686636,0.20262869
135,0.17906882,0.1422218,0.12123874,0.19823301
136,0.17723949,0.15895283,0.1168065,0.19353756
137,0.18189801,0.16855264,0.11777603,0.19759627
138,0.18725535,0.17453809,0.122667514,0.2107975
139,0.18949196,0.17656593,0.11922021,0.21276861
140,0.18843023,0.17817704,0.12713692,0.21097414
141,0.18712461,0.17906882,0.1422218,0.18958405
142,0.17121895,0.17723949,0.15895283,0.15812041
143,0.15409464,0.18189801,0.16855264,0.15155447
144,0.14622422,0.18725535,0.17453809,0.13622218
145,0.14251432,0.18949196,0.17656593,0.12023289
146,0.1409229,0.18843023,0.17817704,0.11686636
147,0.13805278,0.18712461,0.17906882,0.12123874
148,0.14076443,0.17121895,0.17723949,0.1168065
149,0.15049617,0.15409464,0.18189801,0.11777603
150,0.16000995,0.14622422,0.18725535,0.122667514
151,0.17179501,0.14251432,0.18949196,0.11922021
152,0.19232084,0.1409229,0.18843023,0.12713692
153,0.19825311,0.13805278,0.18712461,0.1422218
154,0.20196563,0.14076443,0.17121895,0.15895283
155,0.20601249,0.15049617,0.15409464,0.16855264
156,0.2091158,0.16000995,0.14622422,0.17453809
157,0.21177243,0.17179501,0.14251432,0.17656593
158,0.20919389,0.19232084,0.1409229,0.17817704
159,0.2019597,0.19825311,0.13805278,0.17906882
160,0.19910625,0.20196563,0.14076443,0.17723949
161,0.20060748,0.20601249,0.15049617,0.18189801
162,0.20029357,0.2091158,0.16000995,0.18725535
163,0.20097925,0.21177243,0.17179501,0.18949196
164,0.20128506,0.20919389,0.19232084,0.18843023
165,0.19162135,0.2019597,0.19825311,0.18712461
166,0.17962454,0.19910625,0.20196563,0.17121895
167,0.16730984,0.20060748,0.20601249,0.15409464
168,0.14908981,0.20029357,0.2091158,0.14622422
169,0.14422876,0.20097925,0.21177243,0.14251432
170,0.13992415,0.20128506,0.20919389,0.1409229
171,0.14205489,0.19162135,0.2019597,0.13805278
172,0.14112355,0.17962454,0.19910625,0.14076443
173,0.14697811,0.16730984,0.20060748,0.15049617
174,0.1574251,0.14908981,0.20029357,0.16000995
175,0.16796638,0.14422876,0.20097925,0.17179501
176,0.18931839,0.13992415,0.20128506,0.19232084
177,0.20079434,0.14205489,0.19162135,0.19825311
178,0.19835591,0.14112355,0.17962454,0.20196563
179,0.20062073,0.14697811,0.16730984,0.20601249
180,0.2019375,0.1574251,0.14908981,0.2091158
181,0.2033238,0.16796638,0.14422876,0.21177243
182,0.20633447,0.18931839,0.13992415,0.20919389
183,0.2078082,0.20079434,0.14205489,0.2019597
184,0.20482904,0.19835591,0.14112355,0.19910625
185,0.2072389,0.20062073,0.14697811,0.20060748
186,0.20766042,0.2019375,0.1574251,0.20029357
187,0.20728707,0.2033238,0.16796638,0.20097925
188,0.20591335,0.20633447,0.18931839,0.20128506
189,0.19358204,0.2078082,0.20079434,0.19162135
190,0.17046855,0.20482904,0.19835591,0.17962454
191,0.15631258,0.2072389,0.20062073,0.16730984
192,0.13588741,0.20766042,0.2019375,0.14908981
193,0.1280677,0.20728707,0.2033238,0.14422876
194,0.1285225,0.20591335,0.20633447,0.13992415
195,0.12293941,0.19358204,0.2078082,0.14205489
196,0.12372019,0.17046855,0.20482904,0.14112355
197,0.12862471,0.15631258,0.2072389,0.14697811
198,0.13603885,0.13588741,0.20766042,0.1574251
199,0.15182649,0.1280677,0.20728707,0.16796638
200,0.16784854,0.1285225,0.20591335,0.18931839
201,0.1798351,0.12293941,0.19358204,0.20079434
202,0.18035902,0.12372019,0.17046855,0.19835591
203,0.18698144,0.12862471,0.15631258,0.20062073
204,0.1928982,0.13603885,0.13588741,0.2019375
205,0.1996825,0.15182649,0.1280677,0.2033238
206,0.20017584,0.16784854,0.1285225,0.20633447
207,0.20570453,0.1798351,0.12293941,0.2078082
208,0.21330336,0.18035902,0.12372019,0.20482904
209,0.22198917,0.18698144,0.12862471,0.2072389
210,0.22708718,0.1928982,0.13603885,0.20766042
211,0.21985929,0.1996825,0.15182649,0.20728707
212,0.21403004,0.20017584,0.16784854,0.20591335
213,0.2042864,0.20570453,0.1798351,0.19358204
214,0.19087927,0.21330336,0.18035902,0.17046855
215,0.16755134,0.22198917,0.18698144,0.15631258
216,0.13903761,0.22708718,0.1928982,0.13588741
217,0.1283244,0.21985929,0.1996825,0.1280677
218,0.12524563,0.21403004,0.20017584,0.1285225
219,0.12526178,0.2042864,0.20570453,0.12293941
220,0.124736734,0.19087927,0.21330336,0.12372019
221,0.12786098,0.16755134,0.22198917,0.12862471
222,0.13398606,0.13903761,0.22708718,0.13603885
223,0.14996739,0.1283244,0.21985929,0.15182649
224,0.17096616,0.12524563,0.21403004,0.16784854
225,0.18427971,0.12526178,0.2042864,0.1798351
226,0.20126699,0.124736734,0.19087927,0.18035902
227,0.20784968,0.12786098,0.16755134,0.18698144
228,0.214958,0.13398606,0.13903761,0.1928982
229,0.22032925,0.14996739,0.1283244,0.1996825
230,0.22272925,0.17096616,0.12524563,0.20017584
231,0.22537656,0.18427971,0.12526178,0.20570453
232,0.22761942,0.20126699,0.124736734,0.21330336
233,0.22885732,0.20784968,0.12786098,0.22198917
234,0.22358394,0.214958,0.13398606,0.22708718
235,0.2154159,0.22032925,0.14996739,0.21985929
236,0.20531225,0.22272925,0.17096616,0.21403004
237,0.19621275,0.22537656,0.18427971,0.2042864
238,0.18663158,0.22761942,0.20126699,0.19087927
239,0.16577256,0.22885732,0.20784968,0.16755134
240,0.14133562,0.22358394,0.214958,0.13903761
241,0.13168438,0.2154159,0.22032925,0.1283244
242,0.13091223,0.20531225,0.22272925,0.12524563
243,0.12938361,0.19621275,0.22537656,0.12526178
244,0.12869218,0.18663158,0.22761942,0.124736734
245,0.13489437,0.16577256,0.22885732,0.12786098
246,0.14174654,0.14133562,0.22358394,0.13398606
247,0.15178755,0.13168438,0.2154159,0.14996739
248,0.16671626,0.13091223,0.20531225,0.17096616
249,0.18616396,0.12938361,0.19621275,0.18427971
250,0.20004381,0.12869218,0.18663158,0.20126699
251,0.2087537,0.13489437,0.16577256,0.20784968
252,0.21087544,0.14174654,0.14133562,0.214958
253,0.21402867,0.15178755,0.13168438,0.22032925
254,0.21582389,0.16671626,0.13091223,0.22272925
255,0.21734078,0.18616396,0.12938361,0.22537656
256,0.21607946,0.20004381,0.12869218,0.22761942
257,0.21462327,0.2087537,0.13489437,0.22885732
258,0.210543,0.21087544,0.14174654,0.22358394
259,0.2018401,0.21402867,0.15178755,0.2154159
260,0.20058522,0.21582389,0.16671626,0.20531225
261,0.18436982,0.21734078,0.18616396,0.19621275
262,0.16820168,0.21607946,0.20004381,0.18663158
263,0.15477811,0.21462327,0.2087537,0.16577256
264,0.13546747,0.210543,0.21087544,0.14133562
265,0.12516423,0.2018401,0.21402867,0.13168438
266,0.12206979,0.20058522,0.21582389,0.13091223
267,0.11901966,0.18436982,0.21734078,0.12938361
268,0.119572766,0.16820168,0.21607946,0.12869218
269,0.122675195,0.15477811,0.21462327,0.13489437
270,0.1279644,0.13546747,0.210543,0.14174654
271,0.12922922,0.12516423,0.2018401,0.15178755
272,0.14258432,0.12206979,0.20058522,0.16671626
273,0.153312,0.11901966,0.18436982,0.18616396
274,0.17414947,0.119572766,0.16820168,0.20004381
275,0.18161266,0.122675195,0.15477811,0.2087537
276,0.18294658,0.1279644,0.13546747,0.21087544
277,0.18484099,0.12922922,0.12516423,0.21402867
278,0.18788949,0.14258432,0.12206979,0.21582389
279,0.19126114,0.153312,0.11901966,0.21734078
280,0.18843031,0.17414947,0.119572766,0.21607946
281,0.19303958,0.18161266,0.122675195,0.21462327
282,0.19844452,0.18294658,0.1279644,0.210543
283,0.19506107,0.18484099,0.12922922,0.2018401
284,0.1915999,0.18788949,0.14258432,0.20058522
285,0.18383683,0.19126114,0.153312,0.18436982
286,0.17171,0.18843031,0.17414947,0.16820168
287,0.15663937,0.19303958,0.18161266,0.15477811
288,0.14575125,0.19844452,0.18294658,0.13546747
289,0.14307465,0.19506107,0.18484099,0.12516423
290,0.13723727,0.1915999,0.18788949,0.12206979
291,0.13650195,0.18383683,0.19126114,0.11901966
292,0.13243666,0.17171,0.18843031,0.119572766
293,0.13084233,0.15663937,0.19303958,0.122675195
294,0.129846,0.14575125,0.19844452,0.1279644
295,0.13016497,0.14307465,0.19506107,0.12922922
296,0.14210795,0.13723727,0.1915999,0.14258432
297,0.15784699,0.13650195,0.18383683,0.153312
298,0.177663,0.13243666,0.17171,0.17414947
299,0.18359366,0.13084233,0.15663937,0.18161266
300,0.18947703,0.129846,0.14575125,0.18294658
301,0.1925325,0.13016497,0.14307465,0.18484099
302,0.19742894,0.14210795,0.13723727,0.18788949
303,0.20194879,0.15784699,0.13650195,0.19126114
304,0.20801513,0.177663,0.13243666,0.18843031
305,0.20938218,0.18359366,0.13084233,0.19303958
306,0.21310383,0.18947703,0.129846,0.19844452
307,0.2144585,0.1925325,0.13016497,0.19506107
308,0.20636508,0.19742894,0.14210795,0.1915999
309,0.19886456,0.20194879,0.15784699,0.18383683
310,0.18619432,0.20801513,0.177663,0.17171
311,0.16880852,0.20938218,0.18359366,0.15663937
312,0.14337517,0.21310383,0.18947703,0.14575125
313,0.13907069,0.2144585,0.1925325,0.14307465
314,0.13652675,0.20636508,0.19742894,0.13723727
315,0.13285539,0.19886456,0.20194879,0.13650195
316,0.13272731,0.18619432,0.20801513,0.13243666
317,0.13846588,0.16880852,0.20938218,0.13084233
318,0.14351428,0.14337517,0.21310383,0.129846
319,0.15736786,0.13907069,0.2144585,0.13016497
320,0.17097731,0.13652675,0.20636508,0.14210795
321,0.18217075,0.13285539,0.19886456,0.15784699
322,0.19405279,0.13272731,0.18619432,0.177663
323,0.2086891,0.13846588,0.16880852,0.18359366
324,0.20866492,0.14351428,0.14337517,0.18947703
325,0.20987625,0.15736786,0.13907069,0.1925325
326,0.21746278,0.17097731,0.13652675,0.19742894
327,0.22057636,0.18217075,0.13285539,0.20194879
328,0.22257946,0.19405279,0.13272731,0.20801513
329,0.21970803,0.2086891,0.13846588,0.20938218
330,0.2166749,0.20866492,0.14351428,0.21310383
331,0.21404791,0.20987625,0.15736786,0.2144585
332,0.21396871,0.21746278,0.17097731,0.20636508
333,0.21528786,0.22057636,0.18217075,0.19886456
334,0.19411258,0.22257946,0.19405279,0.18619432
335,0.1787916,0.21970803,0.2086891,0.16880852
336,0.16440812,0.2166749,0.20866492,0.14337517
337,0.15335022,0.21404791,0.20987625,0.13907069
338,0.15209745,0.21396871,0.21746278,0.13652675
339,0.14708136,0.21528786,0.22057636,0.13285539
340,0.14995357,0.19411258,0.22257946,0.13272731
341,0.15213573,0.1787916,0.21970803,0.13846588
342,0.1630286,0.16440812,0.2166749,0.14351428
343,0.17684051,0.15335022,0.21404791,0.15736786
344,0.19228405,0.15209745,0.21396871,0.17097731
345,0.20368925,0.14708136,0.21528786,0.18217075
346,0.20869431,0.14995357,0.19411258,0.19405279
347,0.21043988,0.15213573,0.1787916,0.2086891
348,0.21150778,0.1630286,0.16440812,0.20866492
349,0.21412846,0.17684051,0.15335022,0.20987625
350,0.21249245,0.19228405,0.15209745,0.21746278
351,0.20875533,0.20368925,0.14708136,0.22057636
352,0.21254043,0.20869431,0.14995357,0.22257946
353,0.21491309,0.21043988,0.15213573,0.21970803
354,0.21345364,0.21150778,0.1630286,0.2166749
355,0.21343854,0.21412846,0.17684051,0.21404791
356,0.21494836,0.21249245,0.19228405,0.21396871
357,0.20745559,0.20875533,0.20368925,0.21528786
358,0.19945742,0.21254043,0.20869431,0.19411258
359,0.19176865,0.21491309,0.21043988,0.1787916
360,0.17266275,0.21345364,0.21150778,0.16440812
361,0.1590443,0.21343854,0.21412846,0.15335022
362,0.15794882,0.21494836,0.21249245,0.15209745
363,0.15844466,0.20745559,0.20875533,0.14708136
364,0.15813015,0.19945742,0.21254043,0.14995357
365,0.16028666,0.19176865,0.21491309,0.15213573
366,0.1693979,0.17266275,0.21345364,0.1630286
367,0.18675865,0.1590443,0.21343854,0.17684051
368,0.19511618,0.15794882,0.21494836,0.19228405
369,0.20761599,0.15844466,0.20745559,0.20368925
370,0.21281025,0.15813015,0.19945742,0.20869431
371,0.21706805,0.16028666,0.19176865,0.21043988
372,0.22307545,0.1693979,0.17266275,0.21150778
373,0.22934426,0.18675865,0.1590443,0.21412846
374,0.23087715,0.19511618,0.15794882,0.21249245
375,0.22996509,0.20761599,0.15844466,0.20875533
376,0.23423359,0.21281025,0.15813015,0.21254043
377,0.23465271,0.21706805,0.16028666,0.21491309
378,0.23686099,0.22307545,0.1693979,0.21345364
379,0.23946969,0.22934426,0.18675865,0.21343854
380,0.2286903,0.23087715,0.19511618,0.21494836
381,0.21942592,0.22996509,0.20761599,0.20745559
382,0.20529114,0.23423359,0.21281025,0.19945742
383,0.18921348,0.23465271,0.21706805,0.19176865
384,0.16834421,0.23686099,0.22307545,0.17266275
385,0.16070479,0.23946969,0.22934426,0.1590443
386,0.15703118,0.2286903,0.23087715,0.15794882
387,0.14944108,0.21942592,0.22996509,0.15844466
388,0.15043159,0.20529114,0.23423359,0.15813015
389,0.15219194,0.18921348,0.23465271,0.16028666
390,0.15981103,0.16834421,0.23686099,0.1693979
391,0.16959837,0.16070479,0.23946969,0.18675865
392,0.18483885,0.15703118,0.2286903,0.19511618
393,0.19518687,0.14944108,0.21942592,0.20761599
394,0.19931655,0.15043159,0.20529114,0.21281025
395,0.20287211,0.15219194,0.18921348,0.21706805
396,0.21303007,0.15981103,0.16834421,0.22307545
397,0.22445586,0.16959837,0.16070479,0.22934426
398,0.22516282,0.18483885,0.15703118,0.23087715
399,0.22405207,0.19518687,0.14944108,0.22996509
400,0.22652158,0.19931655,0.15043159,0.23423359
401,0.22835435,0.20287211,0.15219194,0.23465271
402,0.22658302,0.21303007,0.15981103,0.23686099
403,0.21749566,0.22445586,0.16959837,0.23946969
404,0.21214879,0.22516282,0.18483885,0.2286903
405,0.2044322,0.22405207,0.19518687,0.21942592
406,0.18495592,0.22652158,0.19931655,0.20529114
407,0.17552361,0.22835435,0.20287211,0.18921348
408,0.16045192,0.22658302,0.21303007,0.16834421
409,0.15359776,0.21749566,0.22445586,0.16070479
410,0.15060727,0.21214879,0.22516282,0.15703118
411,0.14966114,0.2044322,0.22405207,0.14944108
412,0.14701843,0.18495592,0.22652158,0.15043159
413,0.1534871,0.17552361,0.22835435,0.15219194
414,0.16379656,0.16045192,0.22658302,0.15981103
415,0.17936982,0.15359776,0.21749566,0.16959837
416,0.19998443,0.15060727,0.21214879,0.18483885
417,0.2135616,0.14966114,0.2044322,0.19518687
418,0.22015059,0.14701843,0.18495592,0.19931655
419,0.22556019,0.1534871,0.17552361,0.20287211
420,0.22762145,0.16379656,0.16045192,0.21303007
421,0.23116733,0.17936982,0.15359776,0.22445586
422,0.22715567,0.19998443,0.15060727,0.22516282
423,0.22753982,0.2135616,0.14966114,0.22405207
424,0.2353529,0.22015059,0.14701843,0.22652158
425,0.23584671,0.22556019,0.1534871,0.22835435
426,0.23274596,0.22762145,0.16379656,0.22658302
427,0.23304069,0.23116733,0.17936982,0.21749566
428,0.23109768,0.22715567,0.19998443,0.21214879
429,0.21602564,0.22753982,0.2135616,0.2044322
430,0.20194961,0.2353529,0.22015059,0.18495592
431,0.19448805,0.23584671,0.22556019,0.17552361
432,0.18639214,0.23274596,0.22762145,0.16045192
433,0.17346375,0.23304069,0.23116733,0.15359776
434,0.16874586,0.23109768,0.22715567,0.15060727
435,0.165598,0.21602564,0.22753982,0.14966114
436,0.16467601,0.20194961,0.2353529,0.14701843
437,0.16682853,0.19448805,0.23584671,0.1534871
438,0.16927247,0.18639214,0.23274596,0.16379656
439,0.16670689,0.17346375,0.23304069,0.17936982
440,0.17726123,0.16874586,0.23109768,0.19998443
441,0.19046624,0.165598,0.21602564,0.2135616
442,0.19757639,0.16467601,0.20194961,0.22015059
443,0.20541558,0.16682853,0.19448805,0.22556019
444,0.21245,0.16927247,0.18639214,0.22762145
445,0.21967605,0.16670689,0.17346375,0.23116733
446,0.22382922,0.17726123,0.16874586,0.22715567
447,0.22466996,0.19046624,0.165598,0.22753982
448,0.22754116,0.19757639,0.16467601,0.2353529
449,0.23206244,0.20541558,0.16682853,0.23584671
450,0.22989307,0.21245,0.16927247,0.23274596
451,0.22057925,0.21967605,0.16670689,0.23304069
452,0.2123547,0.22382922,0.17726123,0.23109768
453,0.2057115,0.22466996,0.19046624,0.21602564
454,0.19880463,0.22754116,0.19757639,0.20194961
455,0.19632304,0.23206244,0.20541558,0.19448805
456,0.1812672,0.22989307,0.21245,0.18639214
457,0.16346043,0.22057925,0.21967605,0.17346375
458,0.16344269,0.2123547,0.22382922,0.16874586
459,0.16024277,0.2057115,0.22466996,0.165598
460,0.15649423,0.19880463,0.22754116,0.16467601
461,0.1562618,0.19632304,0.23206244,0.16682853
462,0.15755376,0.1812672,0.22989307,0.16927247
463,0.15365233,0.16346043,0.22057925,0.16670689
464,0.15619338,0.16344269,0.2123547,0.17726123
465,0.17209268,0.16024277,0.2057115,0.19046624
466,0.18427026,0.15649423,0.19880463,0.19757639
467,0.19368331,0.1562618,0.19632304,0.20541558
468,0.20164245,0.15755376,0.1812672,0.21245
469,0.20912051,0.15365233,0.16346043,0.21967605
470,0.21304683,0.15619338,0.16344269,0.22382922
471,0.21532997,0.17209268,0.16024277,0.22466996
472,0.22042516,0.18427026,0.15649423,0.22754116
473,0.22268972,0.19368331,0.1562618,0.23206244
474,0.22481672,0.20164245,0.15755376,0.22989307
475,0.22483195,0.20912051,0.15365233,0.22057925
476,0.22538827,0.21304683,0.15619338,0.2123547
477,0.21652016,0.21532997,0.17209268,0.2057115
478,0.20304233,0.22042516,0.18427026,0.19880463
479,0.18962395,0.22268972,0.19368331,0.19632304
480,0.17017591,0.22481672,0.20164245,0.1812672
481,0.16033652,0.22483195,0.20912051,0.16346043
482,0.15772194,0.22538827,0.21304683,0.16344269
483,0.15694922,0.21652016,0.21532997,0.16024277
484,0.15609089,0.20304233,0.22042516,0.15649423
485,0.16041894,0.18962395,0.22268972,0.1562618
486,0.16736132,0.17017591,0.22481672,0.15755376
487,0.17729597,0.16033652,0.22483195,0.15365233
488,0.18999735,0.15772194,0.22538827,0.15619338
489,0.20736493,0.15694922,0.21652016,0.17209268
490,0.217713,0.15609089,0.20304233,0.18427026
491,0.22372174,0.16041894,0.18962395,0.19368331
492,0.23122235,0.16736132,0.17017591,0.20164245
493,0.23819557,0.17729597,0.16033652,0.20912051
494,0.24522802,0.18999735,0.15772194,0.21304683
495,0.24058734,0.20736493,0.15694922,0.21532997
496,0.23944484,0.217713,0.15609089,0.22042516
497,0.24128716,0.22372174,0.16041894,0.22268972
498,0.24164122,0.23122235,0.16736132,0.22481672
499,0.24213316,0.23819557,0.17729597,0.22483195
500,0.23785499,0.24522802,0.18999735,0.22538827
501,0.2270297,0.24058734,0.20736493,0.21652016
502,0.21306464,0.23944484,0.217713,0.20304233
503,0.19580601,0.24128716,0.22372174,0.18962395
504,0.18020812,0.24164122,0.23122235,0.17017591
505,0.17455468,0.24213316,0.23819557,0.16033652
506,0.17271367,0.23785499,0.24522802,0.15772194
507,0.16884063,0.2270297,0.24058734,0.15694922
508,0.17013781,0.21306464,0.23944484,0.15609089
509,0.17543207,0.19580601,0.24128716,0.16041894
510,0.18069291,0.18020812,0.24164122,0.16736132
511,0.19023214,0.17455468,0.24213316,0.17729597
512,0.20002891,0.17271367,0.23785499,0.18999735
513,0.21430936,0.16884063,0.2270297,0.20736493
514,0.22998254,0.17013781,0.21306464,0.217713
515,0.23196468,0.17543207,0.19580601,0.22372174
516,0.24212317,0.18069291,0.18020812,0.23122235
517,0.25039464,0.19023214,0.17455468,0.23819557
518,0.25627604,0.20002891,0.17271367,0.24522802
519,0.2557043,0.21430936,0.16884063,0.24058734
520,0.25156593,0.22998254,0.17013781,0.23944484
521,0.24980605,0.23196468,0.17543207,0.24128716
522,0.25930232,0.24212317,0.18069291,0.24164122
523,0.25803325,0.25039464,0.19023214,0.24213316
524,0.25137052,0.25627604,0.20002891,0.23785499
525,0.24764936,0.2557043,0.21430936,0.2270297
526,0.23485824,0.25156593,0.22998254,0.21306464
527,0.21446648,0.24980605,0.23196468,0.19580601
528,0.16545564,0.25930232,0.24212317,0.18020812
529,0.15216203,0.25803325,0.25039464,0.17455468
530,0.14355169,0.25137052,0.25627604,0.17271367
531,0.14286165,0.24764936,0.2557043,0.16884063
532,0.14357448,0.23485824,0.25156593,0.17013781
533,0.14594239,0.21446648,0.24980605,0.17543207
534,0.1610116,0.16545564,0.25930232,0.18069291
535,0.17976634,0.15216203,0.25803325,0.19023214
536,0.19636767,0.14355169,0.25137052,0.20002891
537,0.19294024,0.14286165,0.24764936,0.21430936
538,0.19900379,0.14357448,0.23485824,0.22998254
539,0.20030943,0.14594239,0.21446648,0.23196468
