month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
1,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,16,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,13,3,0,0.0,0.0,0.0,3.119,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0
1,14,3,0,0.0,0.0,0.0,2.774,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0
1,15,3,0,0.0,0.0,0.0,3.041,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0
1,16,3,0,0.0,0.0,0.0,2.8045,0.0,0.0,0.0,51.5,0.0,0.0,0.0,0
1,17,3,0,0.0,0.0,0.0,1.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,3,0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,3,0,0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,3,0,0.0,0.0,0.0,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,3,0,0.0,0.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,3,0,0.0,0.0,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,3,0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,3,0,0.0,0.0,0.0,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,4,0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,4,0,0.0,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,4,0,0.0,0.0,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,4,0,0.0,0.0,0.0,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,4,0,0.0,0.0,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,4,0,0.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,4,0,0.0,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,4,0,0.0,0.0,0.0,1.4928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,4,0,0.0,0.0,0.0,3.346933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,4,0,0.0,0.0,0.0,2.986,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0
1,12,4,0,0.0,0.0,0.0,2.204,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0
1,13,4,0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0
1,14,4,0,0.0,0.0,0.0,7.954,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0
1,15,4,0,0.0,0.0,0.0,5.9205,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0
1,16,4,0,0.0,0.0,0.0,0.4965,0.0,0.0,0.0,56.5,0.0,0.0,0.0,0
1,17,4,0,0.0,0.0,0.0,5.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,4,0,0.0,0.0,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,4,0,0.0,0.0,0.0,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,4,0,0.0,0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,4,0,0.0,0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,4,0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,4,0,0.0,0.0,0.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,4,0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,5,0,0.0,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,5,0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,5,0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,5,0,0.0,0.0,0.0,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,5,0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,5,0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,5,0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,5,0,0.0,0.0,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,5,0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,5,0,0.0,0.0,0.0,0.3585,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0
1,11,5,0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0
1,12,5,0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0
1,13,5,0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0
1,14,5,0,0.0,0.0,0.0,0.269,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0
1,15,5,0,0.0,0.0,0.0,0.4045,0.0,0.0,0.0,80.5,0.0,0.0,0.0,0
1,16,5,0,0.0,0.0,0.0,0.378,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0
1,17,5,0,0.0,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,5,0,0.0,0.0,0.0,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,5,0,0.0,0.0,0.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,5,0,0.0,0.0,0.0,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,5,0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,5,0,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,5,0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,5,0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,6,0,0.0,0.0,0.0,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,6,0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,6,0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,6,0,0.0,0.0,0.0,0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,6,0,0.0,0.0,0.0,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,6,0,0.0,0.0,0.0,0.49482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,6,0,0.0,0.0,0.0,0.48982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,6,0,0.0,0.0,0.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,6,0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,6,0,0.0,0.0,0.0,0.396,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0
1,12,6,0,0.0,0.0,0.0,0.396,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0
1,13,6,0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0
1,14,6,0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0
1,15,6,0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0
1,16,6,0,0.0,0.0,0.0,0.4315,0.0,0.0,0.0,41.5,0.0,0.0,0.0,0
1,17,6,0,0.0,0.0,0.0,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,6,0,0.0,0.0,0.0,1.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,6,0,0.0,0.0,0.0,1.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,6,0,0.0,0.0,0.0,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,6,0,0.0,0.0,0.0,1.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,6,0,0.0,0.0,0.0,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,6,0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,6,0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,0,0,0.0,0.0,0.0,1.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,0,0,0.0,0.0,0.0,1.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,0,0,0.0,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,0,0,0.0,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,0,0,0.0,0.0,0.0,1.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,0,0,0.0,0.0,0.0,1.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,0,0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,0,0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,0,0,0.0,0.0,0.0,1.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,0,0,0.0,0.0,0.0,2.8515,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0
1,11,0,0,0.0,0.0,0.0,3.123,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0
1,12,0,0,0.0,0.0,0.0,2.439,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0
1,13,0,0,0.0,0.0,0.0,2.435,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0
1,14,0,0,0.0,0.0,0.0,2.368,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0
1,15,0,0,0.0,0.0,0.0,3.553,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0
1,16,0,0,0.0,0.0,0.0,2.153,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0
1,17,0,0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,0,0,0.0,0.0,0.0,0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,0,0,0.0,0.0,0.0,0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,0,0.0,0.0,0.0,0.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,0,0.0,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,0,0.0,0.0,0.0,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,0,0,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,0,0,0.0,0.0,0.0,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,1,0,0.0,0.0,0.0,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,1,0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,1,0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,1,0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,1,0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,1,0,0.0,0.0,0.0,0.60757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,1,0,0.0,0.0,0.0,1.23272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,1,0,0.0,0.0,0.0,1.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,1,0,0.0,0.0,0.0,2.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,1,0,0.0,0.0,0.0,2.898,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0
1,12,1,0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0
1,13,1,0,0.0,0.0,0.0,3.267,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0
1,14,1,0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0
1,15,1,0,0.0,0.0,0.0,3.2305,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0
1,16,1,0,0.0,0.0,0.0,2.601,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0
1,17,1,0,0.0,0.0,0.0,1.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,18,1,0,0.0,0.0,0.0,0.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,19,1,0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,20,1,0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,21,1,0,0.0,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,22,1,0,0.0,0.0,0.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,23,1,0,0.0,0.0,0.0,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,0,0.0,0.0,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,2,0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,2,0,0.0,0.0,0.0,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,3,2,0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,4,2,0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,5,2,0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,6,2,0,0.0,0.0,0.0,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,7,2,0,0.0,0.0,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,8,2,0,0.0,0.0,0.0,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,9,2,0,0.0,0.0,0.0,1.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,2,0,0.0,0.0,0.0,2.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,11,2,0,0.0,0.0,0.0,3.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,12,2,0,0.0,0.0,0.0,3.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,13,2,0,0.0,0.0,0.0,2.487,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0
